given_word,real_syllabification,attempted_syllabification,lev_dist,true_syl_count,attempted_syl_count
disestablish,gos-sip-y,gos-sipy,1,3,2
covet,gos-sip-y,gos-sipy,1,3,2
momentarily,gos-sip-y,gos-sipy,1,3,2
fourthly,gos-sip-y,gos-sipy,1,3,2
it,gos-sip-y,gos-sipy,1,3,2
asymptote,gos-sip-y,gos-sipy,1,3,2
insincerity,gos-sip-y,gos-sipy,1,3,2
belike,gos-sip-y,gos-sipy,1,3,2
promiscuous,gos-sip-y,gos-sipy,1,3,2
paymaster,gos-sip-y,gos-sipy,1,3,2
salami,gos-sip-y,gos-sipy,1,3,2
literal,gos-sip-y,gos-sipy,1,3,2
dormancy,gos-sip-y,gos-sipy,1,3,2
shipment,gos-sip-y,gos-sipy,1,3,2
dispense,gos-sip-y,gos-sipy,1,3,2
proprietorial,gos-sip-y,gos-sipy,1,3,2
copperplate,gos-sip-y,gos-sipy,1,3,2
misrepresentation,gos-sip-y,gos-sipy,1,3,2
intentionality,gos-sip-y,gos-sipy,1,3,2
clandestine,gos-sip-y,gos-sipy,1,3,2
desk,gos-sip-y,gos-sipy,1,3,2
leguminous,gos-sip-y,gos-sipy,1,3,2
amused,gos-sip-y,gos-sipy,1,3,2
line,gos-sip-y,gos-sipy,1,3,2
overexposure,gos-sip-y,gos-sipy,1,3,2
unamused,gos-sip-y,gos-sipy,1,3,2
bitterly,gos-sip-y,gos-sipy,1,3,2
reliant,gos-sip-y,gos-sipy,1,3,2
exaltation,gos-sip-y,gos-sipy,1,3,2
spray,gos-sip-y,gos-sipy,1,3,2
embark,gos-sip-y,gos-sipy,1,3,2
shagged,gos-sip-y,gos-sipy,1,3,2
surgically,gos-sip-y,gos-sipy,1,3,2
government,gos-sip-y,gos-sipy,1,3,2
perky,gos-sip-y,gos-sipy,1,3,2
inflection,gos-sip-y,gos-sipy,1,3,2
coven,gos-sip-y,gos-sipy,1,3,2
appropriateness,gos-sip-y,gos-sipy,1,3,2
translucent,gos-sip-y,gos-sipy,1,3,2
scary,gos-sip-y,gos-sipy,1,3,2
sacrificial,gos-sip-y,gos-sipy,1,3,2
footsie,gos-sip-y,gos-sipy,1,3,2
underdone,gos-sip-y,gos-sipy,1,3,2
yoga,gos-sip-y,gos-sipy,1,3,2
hunchback,gos-sip-y,gos-sipy,1,3,2
sat,gos-sip-y,gos-sipy,1,3,2
winding,gos-sip-y,gos-sipy,1,3,2
trajectory,gos-sip-y,gos-sipy,1,3,2
latex,gos-sip-y,gos-sipy,1,3,2
awning,gos-sip-y,gos-sipy,1,3,2
signifier,gos-sip-y,gos-sipy,1,3,2
armed,gos-sip-y,gos-sipy,1,3,2
palladium,gos-sip-y,gos-sipy,1,3,2
lug,gos-sip-y,gos-sipy,1,3,2
nuke,gos-sip-y,gos-sipy,1,3,2
rapid,gos-sip-y,gos-sipy,1,3,2
nutrient,gos-sip-y,gos-sipy,1,3,2
gravitation,gos-sip-y,gos-sipy,1,3,2
stabling,gos-sip-y,gos-sipy,1,3,2
megaphone,gos-sip-y,gos-sipy,1,3,2
chorister,gos-sip-y,gos-sipy,1,3,2
confounded,gos-sip-y,gos-sipy,1,3,2
hygiene,gos-sip-y,gos-sipy,1,3,2
knotting,gos-sip-y,gos-sipy,1,3,2
relay,gos-sip-y,gos-sipy,1,3,2
stimulating,gos-sip-y,gos-sipy,1,3,2
tweedy,gos-sip-y,gos-sipy,1,3,2
stateless,gos-sip-y,gos-sipy,1,3,2
excessively,gos-sip-y,gos-sipy,1,3,2
dactyl,gos-sip-y,gos-sipy,1,3,2
class,gos-sip-y,gos-sipy,1,3,2
gentleness,gos-sip-y,gos-sipy,1,3,2
equitable,gos-sip-y,gos-sipy,1,3,2
recapitulation,gos-sip-y,gos-sipy,1,3,2
nutritional,gos-sip-y,gos-sipy,1,3,2
storybook,gos-sip-y,gos-sipy,1,3,2
progenitor,gos-sip-y,gos-sipy,1,3,2
improvise,gos-sip-y,gos-sipy,1,3,2
blooded,gos-sip-y,gos-sipy,1,3,2
elevation,gos-sip-y,gos-sipy,1,3,2
insulate,gos-sip-y,gos-sipy,1,3,2
logistical,gos-sip-y,gos-sipy,1,3,2
royalty,gos-sip-y,gos-sipy,1,3,2
payee,gos-sip-y,gos-sipy,1,3,2
mantrap,gos-sip-y,gos-sipy,1,3,2
bandstand,gos-sip-y,gos-sipy,1,3,2
unburden,gos-sip-y,gos-sipy,1,3,2
diary,gos-sip-y,gos-sipy,1,3,2
instantaneous,gos-sip-y,gos-sipy,1,3,2
constructive,gos-sip-y,gos-sipy,1,3,2
academic,gos-sip-y,gos-sipy,1,3,2
lollipop,gos-sip-y,gos-sipy,1,3,2
untrustworthy,gos-sip-y,gos-sipy,1,3,2
caressing,gos-sip-y,gos-sipy,1,3,2
prudent,gos-sip-y,gos-sipy,1,3,2
milky,gos-sip-y,gos-sipy,1,3,2
comparatively,gos-sip-y,gos-sipy,1,3,2
miscellany,gos-sip-y,gos-sipy,1,3,2
morgue,gos-sip-y,gos-sipy,1,3,2
dorsal,gos-sip-y,gos-sipy,1,3,2
croon,gos-sip-y,gos-sipy,1,3,2
maestro,gos-sip-y,gos-sipy,1,3,2
clarify,gos-sip-y,gos-sipy,1,3,2
verdict,gos-sip-y,gos-sipy,1,3,2
ridiculously,gos-sip-y,gos-sipy,1,3,2
corona,gos-sip-y,gos-sipy,1,3,2
indemnify,gos-sip-y,gos-sipy,1,3,2
ruminate,gos-sip-y,gos-sipy,1,3,2
windowless,gos-sip-y,gos-sipy,1,3,2
obstruction,gos-sip-y,gos-sipy,1,3,2
snail,gos-sip-y,gos-sipy,1,3,2
heritability,gos-sip-y,gos-sipy,1,3,2
smutty,gos-sip-y,gos-sipy,1,3,2
twitter,gos-sip-y,gos-sipy,1,3,2
gastrectomy,gos-sip-y,gos-sipy,1,3,2
burbling,gos-sip-y,gos-sipy,1,3,2
creature,gos-sip-y,gos-sipy,1,3,2
most,gos-sip-y,gos-sipy,1,3,2
unmentionable,gos-sip-y,gos-sipy,1,3,2
ecologist,gos-sip-y,gos-sipy,1,3,2
distracting,gos-sip-y,gos-sipy,1,3,2
attestation,gos-sip-y,gos-sipy,1,3,2
unintelligible,gos-sip-y,gos-sipy,1,3,2
stanza,gos-sip-y,gos-sipy,1,3,2
seascape,gos-sip-y,gos-sipy,1,3,2
troika,gos-sip-y,gos-sipy,1,3,2
hydrous,gos-sip-y,gos-sipy,1,3,2
theme,gos-sip-y,gos-sipy,1,3,2
bike,gos-sip-y,gos-sipy,1,3,2
conducted,gos-sip-y,gos-sipy,1,3,2
sultana,gos-sip-y,gos-sipy,1,3,2
prop,gos-sip-y,gos-sipy,1,3,2
incline,gos-sip-y,gos-sipy,1,3,2
earn,gos-sip-y,gos-sipy,1,3,2
desist,gos-sip-y,gos-sipy,1,3,2
mezzanine,gos-sip-y,gos-sipy,1,3,2
hindsight,gos-sip-y,gos-sipy,1,3,2
cocoon,gos-sip-y,gos-sipy,1,3,2
offshore,gos-sip-y,gos-sipy,1,3,2
myelin,gos-sip-y,gos-sipy,1,3,2
occupier,gos-sip-y,gos-sipy,1,3,2
expo,gos-sip-y,gos-sipy,1,3,2
hers,gos-sip-y,gos-sipy,1,3,2
moonrise,gos-sip-y,gos-sipy,1,3,2
stack,gos-sip-y,gos-sipy,1,3,2
given,gos-sip-y,gos-sipy,1,3,2
upholsterer,gos-sip-y,gos-sipy,1,3,2
piffle,gos-sip-y,gos-sipy,1,3,2
global,gos-sip-y,gos-sipy,1,3,2
playground,gos-sip-y,gos-sipy,1,3,2
tussock,gos-sip-y,gos-sipy,1,3,2
sponsored,gos-sip-y,gos-sipy,1,3,2
expectantly,gos-sip-y,gos-sipy,1,3,2
bitumen,gos-sip-y,gos-sipy,1,3,2
sickle,gos-sip-y,gos-sipy,1,3,2
unreconciled,gos-sip-y,gos-sipy,1,3,2
unconcerned,gos-sip-y,gos-sipy,1,3,2
riotous,gos-sip-y,gos-sipy,1,3,2
habit,gos-sip-y,gos-sipy,1,3,2
supposed,gos-sip-y,gos-sipy,1,3,2
dearly,gos-sip-y,gos-sipy,1,3,2
substructure,gos-sip-y,gos-sipy,1,3,2
overindulgence,gos-sip-y,gos-sipy,1,3,2
turbocharged,gos-sip-y,gos-sipy,1,3,2
unbearably,gos-sip-y,gos-sipy,1,3,2
sustenance,gos-sip-y,gos-sipy,1,3,2
advise,gos-sip-y,gos-sipy,1,3,2
discourage,gos-sip-y,gos-sipy,1,3,2
bittern,gos-sip-y,gos-sipy,1,3,2
ruffle,gos-sip-y,gos-sipy,1,3,2
compliment,gos-sip-y,gos-sipy,1,3,2
rode,gos-sip-y,gos-sipy,1,3,2
vouchsafe,gos-sip-y,gos-sipy,1,3,2
saloon,gos-sip-y,gos-sipy,1,3,2
intercommunication,gos-sip-y,gos-sipy,1,3,2
facer,gos-sip-y,gos-sipy,1,3,2
conditionality,gos-sip-y,gos-sipy,1,3,2
jotting,gos-sip-y,gos-sipy,1,3,2
sinful,gos-sip-y,gos-sipy,1,3,2
distillation,gos-sip-y,gos-sipy,1,3,2
evaluate,gos-sip-y,gos-sipy,1,3,2
pearl,gos-sip-y,gos-sipy,1,3,2
dinghy,gos-sip-y,gos-sipy,1,3,2
papilla,gos-sip-y,gos-sipy,1,3,2
ersatz,gos-sip-y,gos-sipy,1,3,2
ranker,gos-sip-y,gos-sipy,1,3,2
empiricism,gos-sip-y,gos-sipy,1,3,2
literalism,gos-sip-y,gos-sipy,1,3,2
satisfactory,gos-sip-y,gos-sipy,1,3,2
school,gos-sip-y,gos-sipy,1,3,2
briefing,gos-sip-y,gos-sipy,1,3,2
suspicious,gos-sip-y,gos-sipy,1,3,2
brownie,gos-sip-y,gos-sipy,1,3,2
annuity,gos-sip-y,gos-sipy,1,3,2
incendiary,gos-sip-y,gos-sipy,1,3,2
tinder,gos-sip-y,gos-sipy,1,3,2
evocation,gos-sip-y,gos-sipy,1,3,2
inordinately,gos-sip-y,gos-sipy,1,3,2
waggish,gos-sip-y,gos-sipy,1,3,2
candlepower,gos-sip-y,gos-sipy,1,3,2
seawater,gos-sip-y,gos-sipy,1,3,2
impudence,gos-sip-y,gos-sipy,1,3,2
cohere,gos-sip-y,gos-sipy,1,3,2
furiously,gos-sip-y,gos-sipy,1,3,2
elitism,gos-sip-y,gos-sipy,1,3,2
whirlpool,gos-sip-y,gos-sipy,1,3,2
midday,gos-sip-y,gos-sipy,1,3,2
secondly,gos-sip-y,gos-sipy,1,3,2
flag,gos-sip-y,gos-sipy,1,3,2
yesterday,gos-sip-y,gos-sipy,1,3,2
sounder,gos-sip-y,gos-sipy,1,3,2
misogyny,gos-sip-y,gos-sipy,1,3,2
psycho,gos-sip-y,gos-sipy,1,3,2
heliotrope,gos-sip-y,gos-sipy,1,3,2
tropical,gos-sip-y,gos-sipy,1,3,2
finisher,gos-sip-y,gos-sipy,1,3,2
preferentially,gos-sip-y,gos-sipy,1,3,2
circling,gos-sip-y,gos-sipy,1,3,2
resulting,gos-sip-y,gos-sipy,1,3,2
bard,gos-sip-y,gos-sipy,1,3,2
underflow,gos-sip-y,gos-sipy,1,3,2
saga,gos-sip-y,gos-sipy,1,3,2
quantification,gos-sip-y,gos-sipy,1,3,2
pleasingly,gos-sip-y,gos-sipy,1,3,2
spitfire,gos-sip-y,gos-sipy,1,3,2
beadle,gos-sip-y,gos-sipy,1,3,2
stilt,gos-sip-y,gos-sipy,1,3,2
coddle,gos-sip-y,gos-sipy,1,3,2
housebreaking,gos-sip-y,gos-sipy,1,3,2
theatricals,gos-sip-y,gos-sipy,1,3,2
biting,gos-sip-y,gos-sipy,1,3,2
borer,gos-sip-y,gos-sipy,1,3,2
furrowed,gos-sip-y,gos-sipy,1,3,2
tuppence,gos-sip-y,gos-sipy,1,3,2
residential,gos-sip-y,gos-sipy,1,3,2
blandness,gos-sip-y,gos-sipy,1,3,2
gusset,gos-sip-y,gos-sipy,1,3,2
societal,gos-sip-y,gos-sipy,1,3,2
pelt,gos-sip-y,gos-sipy,1,3,2
unsocial,gos-sip-y,gos-sipy,1,3,2
heraldic,gos-sip-y,gos-sipy,1,3,2
chattel,gos-sip-y,gos-sipy,1,3,2
directorate,gos-sip-y,gos-sipy,1,3,2
prejudge,gos-sip-y,gos-sipy,1,3,2
rhubarb,gos-sip-y,gos-sipy,1,3,2
perpetuate,gos-sip-y,gos-sipy,1,3,2
washstand,gos-sip-y,gos-sipy,1,3,2
transgressive,gos-sip-y,gos-sipy,1,3,2
outboard,gos-sip-y,gos-sipy,1,3,2
dodge,gos-sip-y,gos-sipy,1,3,2
tartrate,gos-sip-y,gos-sipy,1,3,2
sanguine,gos-sip-y,gos-sipy,1,3,2
maul,gos-sip-y,gos-sipy,1,3,2
paralinguistic,gos-sip-y,gos-sipy,1,3,2
inundate,gos-sip-y,gos-sipy,1,3,2
toughness,gos-sip-y,gos-sipy,1,3,2
whacko,gos-sip-y,gos-sipy,1,3,2
perplexity,gos-sip-y,gos-sipy,1,3,2
knitwear,gos-sip-y,gos-sipy,1,3,2
experimentally,gos-sip-y,gos-sipy,1,3,2
puss,gos-sip-y,gos-sipy,1,3,2
unspent,gos-sip-y,gos-sipy,1,3,2
streamline,gos-sip-y,gos-sipy,1,3,2
segregation,gos-sip-y,gos-sipy,1,3,2
substance,gos-sip-y,gos-sipy,1,3,2
aquamarine,gos-sip-y,gos-sipy,1,3,2
thresh,gos-sip-y,gos-sipy,1,3,2
give,gos-sip-y,gos-sipy,1,3,2
litigate,gos-sip-y,gos-sipy,1,3,2
appeasement,gos-sip-y,gos-sipy,1,3,2
culmination,gos-sip-y,gos-sipy,1,3,2
telepathic,gos-sip-y,gos-sipy,1,3,2
cob,gos-sip-y,gos-sipy,1,3,2
brunt,gos-sip-y,gos-sipy,1,3,2
auk,gos-sip-y,gos-sipy,1,3,2
altogether,gos-sip-y,gos-sipy,1,3,2
flushed,gos-sip-y,gos-sipy,1,3,2
somersault,gos-sip-y,gos-sipy,1,3,2
imitate,gos-sip-y,gos-sipy,1,3,2
stilted,gos-sip-y,gos-sipy,1,3,2
auditorium,gos-sip-y,gos-sipy,1,3,2
locator,gos-sip-y,gos-sipy,1,3,2
miner,gos-sip-y,gos-sipy,1,3,2
update,gos-sip-y,gos-sipy,1,3,2
soliciting,gos-sip-y,gos-sipy,1,3,2
cataclysm,gos-sip-y,gos-sipy,1,3,2
phenol,gos-sip-y,gos-sipy,1,3,2
hacienda,gos-sip-y,gos-sipy,1,3,2
bumble,gos-sip-y,gos-sipy,1,3,2
hash,gos-sip-y,gos-sipy,1,3,2
sausage,gos-sip-y,gos-sipy,1,3,2
tightfisted,gos-sip-y,gos-sipy,1,3,2
minutiae,gos-sip-y,gos-sipy,1,3,2
pimp,gos-sip-y,gos-sipy,1,3,2
arabesque,gos-sip-y,gos-sipy,1,3,2
tenaciously,gos-sip-y,gos-sipy,1,3,2
militate,gos-sip-y,gos-sipy,1,3,2
deadly,gos-sip-y,gos-sipy,1,3,2
beanie,gos-sip-y,gos-sipy,1,3,2
pellet,gos-sip-y,gos-sipy,1,3,2
loving,gos-sip-y,gos-sipy,1,3,2
sack,gos-sip-y,gos-sipy,1,3,2
printing,gos-sip-y,gos-sipy,1,3,2
latticed,gos-sip-y,gos-sipy,1,3,2
dandy,gos-sip-y,gos-sipy,1,3,2
coloured,gos-sip-y,gos-sipy,1,3,2
feathery,gos-sip-y,gos-sipy,1,3,2
extender,gos-sip-y,gos-sipy,1,3,2
pervasiveness,gos-sip-y,gos-sipy,1,3,2
reprocess,gos-sip-y,gos-sipy,1,3,2
backer,gos-sip-y,gos-sipy,1,3,2
nohow,gos-sip-y,gos-sipy,1,3,2
pathological,gos-sip-y,gos-sipy,1,3,2
charismatic,gos-sip-y,gos-sipy,1,3,2
haversack,gos-sip-y,gos-sipy,1,3,2
rutted,gos-sip-y,gos-sipy,1,3,2
ostentation,gos-sip-y,gos-sipy,1,3,2
your,gos-sip-y,gos-sipy,1,3,2
tempo,gos-sip-y,gos-sipy,1,3,2
raftsman,gos-sip-y,gos-sipy,1,3,2
polynomial,gos-sip-y,gos-sipy,1,3,2
irreverence,gos-sip-y,gos-sipy,1,3,2
suds,gos-sip-y,gos-sipy,1,3,2
constrictor,gos-sip-y,gos-sipy,1,3,2
rehabilitate,gos-sip-y,gos-sipy,1,3,2
rosemary,gos-sip-y,gos-sipy,1,3,2
breastbone,gos-sip-y,gos-sipy,1,3,2
teamster,gos-sip-y,gos-sipy,1,3,2
gunite,gos-sip-y,gos-sipy,1,3,2
navigation,gos-sip-y,gos-sipy,1,3,2
ingoing,gos-sip-y,gos-sipy,1,3,2
dogmatic,gos-sip-y,gos-sipy,1,3,2
euphoria,gos-sip-y,gos-sipy,1,3,2
honeydew,gos-sip-y,gos-sipy,1,3,2
ego,gos-sip-y,gos-sipy,1,3,2
stair,gos-sip-y,gos-sipy,1,3,2
nebulous,gos-sip-y,gos-sipy,1,3,2
posit,gos-sip-y,gos-sipy,1,3,2
fizzy,gos-sip-y,gos-sipy,1,3,2
phlox,gos-sip-y,gos-sipy,1,3,2
referral,gos-sip-y,gos-sipy,1,3,2
probably,gos-sip-y,gos-sipy,1,3,2
utterly,gos-sip-y,gos-sipy,1,3,2
lingerie,gos-sip-y,gos-sipy,1,3,2
captious,gos-sip-y,gos-sipy,1,3,2
substantiate,gos-sip-y,gos-sipy,1,3,2
lacing,gos-sip-y,gos-sipy,1,3,2
incineration,gos-sip-y,gos-sipy,1,3,2
pestilence,gos-sip-y,gos-sipy,1,3,2
unenforceable,gos-sip-y,gos-sipy,1,3,2
peritoneum,gos-sip-y,gos-sipy,1,3,2
constellation,gos-sip-y,gos-sipy,1,3,2
augury,gos-sip-y,gos-sipy,1,3,2
oboe,gos-sip-y,gos-sipy,1,3,2
bracelet,gos-sip-y,gos-sipy,1,3,2
lobby,gos-sip-y,gos-sipy,1,3,2
overdone,gos-sip-y,gos-sipy,1,3,2
uniformly,gos-sip-y,gos-sipy,1,3,2
million,gos-sip-y,gos-sipy,1,3,2
community,gos-sip-y,gos-sipy,1,3,2
clumpy,gos-sip-y,gos-sipy,1,3,2
obverse,gos-sip-y,gos-sipy,1,3,2
bodyguard,gos-sip-y,gos-sipy,1,3,2
reallocate,gos-sip-y,gos-sipy,1,3,2
imaginary,gos-sip-y,gos-sipy,1,3,2
outlying,gos-sip-y,gos-sipy,1,3,2
pompadour,gos-sip-y,gos-sipy,1,3,2
whimper,gos-sip-y,gos-sipy,1,3,2
valuation,gos-sip-y,gos-sipy,1,3,2
puberty,gos-sip-y,gos-sipy,1,3,2
demolition,gos-sip-y,gos-sipy,1,3,2
charlady,gos-sip-y,gos-sipy,1,3,2
marauding,gos-sip-y,gos-sipy,1,3,2
soundtrack,gos-sip-y,gos-sipy,1,3,2
procreate,gos-sip-y,gos-sipy,1,3,2
lithographic,gos-sip-y,gos-sipy,1,3,2
polyurethane,gos-sip-y,gos-sipy,1,3,2
encyclical,gos-sip-y,gos-sipy,1,3,2
millionth,gos-sip-y,gos-sipy,1,3,2
prolapsed,gos-sip-y,gos-sipy,1,3,2
gallantly,gos-sip-y,gos-sipy,1,3,2
feigned,gos-sip-y,gos-sipy,1,3,2
unsentimental,gos-sip-y,gos-sipy,1,3,2
collared,gos-sip-y,gos-sipy,1,3,2
opposition,gos-sip-y,gos-sipy,1,3,2
binary,gos-sip-y,gos-sipy,1,3,2
rumbustious,gos-sip-y,gos-sipy,1,3,2
arcing,gos-sip-y,gos-sipy,1,3,2
shiver,gos-sip-y,gos-sipy,1,3,2
thong,gos-sip-y,gos-sipy,1,3,2
dismissively,gos-sip-y,gos-sipy,1,3,2
fugal,gos-sip-y,gos-sipy,1,3,2
impoverish,gos-sip-y,gos-sipy,1,3,2
assuage,gos-sip-y,gos-sipy,1,3,2
unmissable,gos-sip-y,gos-sipy,1,3,2
contemptible,gos-sip-y,gos-sipy,1,3,2
sedentary,gos-sip-y,gos-sipy,1,3,2
hardy,gos-sip-y,gos-sipy,1,3,2
unrest,gos-sip-y,gos-sipy,1,3,2
restraint,gos-sip-y,gos-sipy,1,3,2
perfectionist,gos-sip-y,gos-sipy,1,3,2
emblematic,gos-sip-y,gos-sipy,1,3,2
knickers,gos-sip-y,gos-sipy,1,3,2
scrupulous,gos-sip-y,gos-sipy,1,3,2
unburdened,gos-sip-y,gos-sipy,1,3,2
side,gos-sip-y,gos-sipy,1,3,2
polypeptide,gos-sip-y,gos-sipy,1,3,2
pinstripe,gos-sip-y,gos-sipy,1,3,2
negatively,gos-sip-y,gos-sipy,1,3,2
workspace,gos-sip-y,gos-sipy,1,3,2
counterpane,gos-sip-y,gos-sipy,1,3,2
glutamate,gos-sip-y,gos-sipy,1,3,2
harrow,gos-sip-y,gos-sipy,1,3,2
marquis,gos-sip-y,gos-sipy,1,3,2
ellipsoid,gos-sip-y,gos-sipy,1,3,2
untangle,gos-sip-y,gos-sipy,1,3,2
untasted,gos-sip-y,gos-sipy,1,3,2
hairline,gos-sip-y,gos-sipy,1,3,2
passively,gos-sip-y,gos-sipy,1,3,2
cascade,gos-sip-y,gos-sipy,1,3,2
reason,gos-sip-y,gos-sipy,1,3,2
inside,gos-sip-y,gos-sipy,1,3,2
ugliness,gos-sip-y,gos-sipy,1,3,2
antecedent,gos-sip-y,gos-sipy,1,3,2
ruction,gos-sip-y,gos-sipy,1,3,2
stoic,gos-sip-y,gos-sipy,1,3,2
dynamically,gos-sip-y,gos-sipy,1,3,2
filling,gos-sip-y,gos-sipy,1,3,2
misinterpret,gos-sip-y,gos-sipy,1,3,2
pant,gos-sip-y,gos-sipy,1,3,2
vehement,gos-sip-y,gos-sipy,1,3,2
apprehensive,gos-sip-y,gos-sipy,1,3,2
concerning,gos-sip-y,gos-sipy,1,3,2
sixth,gos-sip-y,gos-sipy,1,3,2
press,gos-sip-y,gos-sipy,1,3,2
apt,gos-sip-y,gos-sipy,1,3,2
slogan,gos-sip-y,gos-sipy,1,3,2
dispenser,gos-sip-y,gos-sipy,1,3,2
playfellow,gos-sip-y,gos-sipy,1,3,2
unforgettable,gos-sip-y,gos-sipy,1,3,2
teacup,gos-sip-y,gos-sipy,1,3,2
marbled,gos-sip-y,gos-sipy,1,3,2
vaguely,gos-sip-y,gos-sipy,1,3,2
overstretch,gos-sip-y,gos-sipy,1,3,2
predicted,gos-sip-y,gos-sipy,1,3,2
darken,gos-sip-y,gos-sipy,1,3,2
vespers,gos-sip-y,gos-sipy,1,3,2
bristle,gos-sip-y,gos-sipy,1,3,2
shrift,gos-sip-y,gos-sipy,1,3,2
prebend,gos-sip-y,gos-sipy,1,3,2
subordinate,gos-sip-y,gos-sipy,1,3,2
untaught,gos-sip-y,gos-sipy,1,3,2
incisor,gos-sip-y,gos-sipy,1,3,2
philanthropy,gos-sip-y,gos-sipy,1,3,2
espouse,gos-sip-y,gos-sipy,1,3,2
splutter,gos-sip-y,gos-sipy,1,3,2
precede,gos-sip-y,gos-sipy,1,3,2
quitter,gos-sip-y,gos-sipy,1,3,2
bookable,gos-sip-y,gos-sipy,1,3,2
turbot,gos-sip-y,gos-sipy,1,3,2
geopolitical,gos-sip-y,gos-sipy,1,3,2
stet,gos-sip-y,gos-sipy,1,3,2
penitentiary,gos-sip-y,gos-sipy,1,3,2
misguided,gos-sip-y,gos-sipy,1,3,2
demanding,gos-sip-y,gos-sipy,1,3,2
feminist,gos-sip-y,gos-sipy,1,3,2
doe,gos-sip-y,gos-sipy,1,3,2
shape,gos-sip-y,gos-sipy,1,3,2
sufficiency,gos-sip-y,gos-sipy,1,3,2
roof,gos-sip-y,gos-sipy,1,3,2
comprehension,gos-sip-y,gos-sipy,1,3,2
compulsory,gos-sip-y,gos-sipy,1,3,2
rekindle,gos-sip-y,gos-sipy,1,3,2
deprecate,gos-sip-y,gos-sipy,1,3,2
hooky,gos-sip-y,gos-sipy,1,3,2
paean,gos-sip-y,gos-sipy,1,3,2
demotic,gos-sip-y,gos-sipy,1,3,2
portentous,gos-sip-y,gos-sipy,1,3,2
admiration,gos-sip-y,gos-sipy,1,3,2
wherewithal,gos-sip-y,gos-sipy,1,3,2
vouch,gos-sip-y,gos-sipy,1,3,2
burned,gos-sip-y,gos-sipy,1,3,2
gobbet,gos-sip-y,gos-sipy,1,3,2
icosahedron,gos-sip-y,gos-sipy,1,3,2
unlamented,gos-sip-y,gos-sipy,1,3,2
consensus,gos-sip-y,gos-sipy,1,3,2
withering,gos-sip-y,gos-sipy,1,3,2
designer,gos-sip-y,gos-sipy,1,3,2
testimony,gos-sip-y,gos-sipy,1,3,2
burgeoning,gos-sip-y,gos-sipy,1,3,2
honeysuckle,gos-sip-y,gos-sipy,1,3,2
subfamily,gos-sip-y,gos-sipy,1,3,2
refreeze,gos-sip-y,gos-sipy,1,3,2
discordance,gos-sip-y,gos-sipy,1,3,2
centric,gos-sip-y,gos-sipy,1,3,2
hedonism,gos-sip-y,gos-sipy,1,3,2
despotic,gos-sip-y,gos-sipy,1,3,2
confident,gos-sip-y,gos-sipy,1,3,2
polygamy,gos-sip-y,gos-sipy,1,3,2
unforced,gos-sip-y,gos-sipy,1,3,2
putsch,gos-sip-y,gos-sipy,1,3,2
entail,gos-sip-y,gos-sipy,1,3,2
cheer,gos-sip-y,gos-sipy,1,3,2
mole,gos-sip-y,gos-sipy,1,3,2
unintelligent,gos-sip-y,gos-sipy,1,3,2
unto,gos-sip-y,gos-sipy,1,3,2
immodest,gos-sip-y,gos-sipy,1,3,2
assignation,gos-sip-y,gos-sipy,1,3,2
bedder,gos-sip-y,gos-sipy,1,3,2
vomit,gos-sip-y,gos-sipy,1,3,2
cortex,gos-sip-y,gos-sipy,1,3,2
dive,gos-sip-y,gos-sipy,1,3,2
umbilical,gos-sip-y,gos-sipy,1,3,2
throat,gos-sip-y,gos-sipy,1,3,2
scanty,gos-sip-y,gos-sipy,1,3,2
rug,gos-sip-y,gos-sipy,1,3,2
rite,gos-sip-y,gos-sipy,1,3,2
reconquest,gos-sip-y,gos-sipy,1,3,2
indeterminate,gos-sip-y,gos-sipy,1,3,2
ignorant,gos-sip-y,gos-sipy,1,3,2
congest,gos-sip-y,gos-sipy,1,3,2
rack,gos-sip-y,gos-sipy,1,3,2
munificent,gos-sip-y,gos-sipy,1,3,2
thievish,gos-sip-y,gos-sipy,1,3,2
globule,gos-sip-y,gos-sipy,1,3,2
bulletin,gos-sip-y,gos-sipy,1,3,2
woodcut,gos-sip-y,gos-sipy,1,3,2
uncollected,gos-sip-y,gos-sipy,1,3,2
tobacconist,gos-sip-y,gos-sipy,1,3,2
lashed,gos-sip-y,gos-sipy,1,3,2
navigator,gos-sip-y,gos-sipy,1,3,2
important,gos-sip-y,gos-sipy,1,3,2
struggling,gos-sip-y,gos-sipy,1,3,2
decimal,gos-sip-y,gos-sipy,1,3,2
intimacy,gos-sip-y,gos-sipy,1,3,2
temporarily,gos-sip-y,gos-sipy,1,3,2
lot,gos-sip-y,gos-sipy,1,3,2
multilateralism,gos-sip-y,gos-sipy,1,3,2
unpick,gos-sip-y,gos-sipy,1,3,2
paternalistic,gos-sip-y,gos-sipy,1,3,2
peaceful,gos-sip-y,gos-sipy,1,3,2
roan,gos-sip-y,gos-sipy,1,3,2
petrol,gos-sip-y,gos-sipy,1,3,2
dissent,gos-sip-y,gos-sipy,1,3,2
royal,gos-sip-y,gos-sipy,1,3,2
outright,gos-sip-y,gos-sipy,1,3,2
relabel,gos-sip-y,gos-sipy,1,3,2
collegial,gos-sip-y,gos-sipy,1,3,2
ripen,gos-sip-y,gos-sipy,1,3,2
chevalier,gos-sip-y,gos-sipy,1,3,2
speedy,gos-sip-y,gos-sipy,1,3,2
grantee,gos-sip-y,gos-sipy,1,3,2
