word,ortho_syl,phon_syl,syl_count
brainstorm,brain-storm,bɹeɪn.stɔɚm,2.0
chuckle,chuck-le,tʃʌ.kəl,2.0
coachman,coach-man,koʊtʃ.mən,2.0
back-blocks,back--blocks,bæk.blɑks,2.0
breakaway,break-a-way,bɹeɪk.ə.weɪ,3.0
ceaseless,cease-less,siːs.lɪs,2.0
backstage,back-stage,"bæk.steɪdʒ,2.0
callboy,call-boy,kɔɚl.bɔɪ,2.0
cave-in,cave--in,keɪv.ɪn,2.0
cedilla,ce-dil-la,sɪ.dɪ.lə,3.0
cancel out,can-cel out,"kæn.səl.aʊt,3.0
balanced diet,bal-anced di-et,"bæ.lənst.daɪ.ət,4.0
come out with,come out with,"kʌm.aʊt.wɪð,3.0
committeeman,com-mit-tee-man,kə.mɪ.tɪ.mən,4.0
bunkered,bun-kered,bʌŋ.kəd,2.0
chem,chem,kɛ.mɪ.kəl,3.0
come out,come out,"kʌm.aʊt,2.0
bird of prey,bird of prey,"bɚd.ɑv.pɹeɪ,3.0
appease,ap-pease,ə.piːz,2.0
about-face,a-bout--face,ə."baʊt.feɪs,3.0
bandy,ban-dy,bæn.dɪ,2.0
belly button,bel-ly but-ton,bɛ.lɪ."bʌ.tən,4.0
Burmese,Bur-mese,"bɚ.miːz,2.0
blowtorch,blow-torch,bloʊ.tɔɚtʃ,2.0
abjection,ab-jec-tion,æb.dʒɛk.ʃən,3.0
banquet,ban-quet,bæŋ.kwɪt,2.0
cassowary,cas-so-war-y,kæ.sə.wɛɚ.ɹɪ,4.0
bring forward,bring for-ward,"bɹɪŋ.fɔɚ.wəd,3.0
bison,bi-son,baɪ.sən,2.0
adjudication,ad-ju-di-ca-tion,ə."dʒuː.dɪ.keɪ.ʃən,5.0
bedspread,bed-spread,bɛd.spɹɛd,2.0
apprenticeship,ap-pren-tice-ship,ə.pɹɛn.tɪ.ʃɪp,4.0
anglicize,an-gli-cize,æŋ.glɪ.saɪz,3.0
brainwash,brain-wash,bɹeɪn.wɑʃ,2.0
assure,as-sure,ə.ʃɔɚR,2.0
backless,back-less,bæk.lɪs,2.0
airfield,air-field,ɛɚ.fiːld,2.0
airsick,air-sick,ɛɚ.sɪk,2.0
come around,come a-round,"kʌm.ə.ɹaʊnd,3.0
bail out,bail out,"beɪl.aʊt,2.0
bongo,bon-go,bɑŋ.goʊ,2.0
caution,cau-tion,kɔɚ.ʃən,2.0
airlift,air-lift,ɛɚ.lɪft,2.0
affliction,af-flic-tion,ə.flɪk.ʃən,3.0
bottleful,bot-tle-ful,bɑ.təl.fʊl,3.0
b and b,b and b,"biː.ænd.biː,3.0
affirm,af-firm,ə.fɚm,2.0
buckskin,buck-skin,bʌk.skɪn,2.0
asthma,asth-ma,æs.mə,2.0
annexe,an-nexe,æ.nɛks,2.0
bonanza,bo-nan-za,boʊ.næn.zə,3.0
baggy,bag-gy,bæ.gɪ,2.0
build in,build in,"bɪld.ɪn,2.0
blackberry,black-ber-ry,blæk.bə.ɹɪ,3.0
blasphemously,blas-phe-mous-ly,blæs.fə.məs.lɪ,4.0
authentication,au-then-ti-ca-tion,ɔɚ."θɛn.tɪ.keɪ.ʃən,5.0
bed down,bed down,"bɛd.daʊn,2.0
bridge over,bridge o-ver,"bɹɪdʒ.oʊ.vəR,3.0
cannon,can-non,kæ.nən,2.0
bring forth,bring forth,"bɹɪŋ.fɔɚθ,2.0
applied,ap-plied,ə.plaɪd,2.0
bedrock,bed-rock,bɛd.ɹɑk,2.0
bubble,bub-ble,bʌ.bəl,2.0
almost,al-most,ɔɚl.moʊst,2.0
cantaloup,can-ta-loup,kæn.tə.luːp,3.0
aluminum,a-lu-mi-num,ə.luː.mɪ.nəm,4.0
Brazil,Bra-zil,bɹə.zɪl,2.0
Christmas-box,Christ-mas--box,kɹɪs.məs.bɑks,3.0
bootlegger,boot-leg-ger,buːt."lɛ.gəR,3.0
call sign,call sign,kɔɚl.saɪn,2.0
cayenne,cay-enne,keɪ.ɛn,2.0
backwardness,back-ward-ness,bæ.kwəd.nɪs,3.0
ankle,an-kle,æŋ.kəl,2.0
aggregate,ag-gre-gate,æ.gɹɪ.gət,3.0
clambake,clam-bake,klæm.beɪk,2.0
Anglo-Saxon,An-glo--Sax-on,"æŋ.gloʊ.sæk.sən,4.0
aground,a-ground,ə.gɹaʊnd,2.0
abreast,a-breast,ə.bɹɛst,2.0
cattily,cat-ti-ly,kæ.tɪ.lɪ,3.0
beautiful,beau-ti-ful,bjuː.tə.fʊl,3.0
breach of the peace,breach of the peace,"bɹiːtʃ.ɑv.ðə.piːs,4.0
addition,ad-di-tion,ə.dɪ.ʃən,3.0
boldface,bold-face,boʊld.feɪs,2.0
boulder,boul-der,boʊl.dəR,2.0
caffeine,caf-feine,kæ.fiːn,2.0
belles-lettres,belles--let-tres,"bɛl.lɛ.tɹə,3.0
chain-letter,chain--let-ter,tʃeɪn."lɛ.təR,3.0
averse,a-verse,ə.vɚs,2.0
caudal,cau-dal,kɔɚ.dəl,2.0
chimneypiece,chim-ney-piece,tʃɪm.nɪ.piːs,3.0
attention,at-ten-tion,ə.tɛn.ʃən,3.0
cadence,ca-dence,keɪ.dəns,2.0
acquiescently,ac-qui-es-cent-ly,"æ.kwɪ.ɛ.sənt.lɪ,5.0
backbone,back-bone,bæk.boʊn,2.0
AA,AA,"eɪ.eɪ,2.0
checkout,check-out,tʃɛk.aʊt,2.0
bring through,bring through,bɹɪŋ.θɹuː,2.0
bruit about,bruit a-bout,"bɹuːt.ə.baʊt,3.0
briefcase,brief-case,bɹiːf.keɪs,2.0
bridgework,bridge-work,bɹɪdʒ.wɚk,2.0
cobblestone,cob-ble-stone,kɑ.bəl.stoʊn,3.0
bafflingly,baf-fling-ly,bæ.flɪŋ.lɪ,3.0
baggage,bag-gage,bæ.gɪdʒ,2.0
blackthorn,black-thorn,blæk.θɔɚn,2.0
coincidental,co-in-ci-den-tal,koʊ."ɪn.sɪ.dɛn.təl,5.0
airworthy,air-wor-thy,ɛɚ."wɚ.ðɪ,3.0
centric,cen-tric,sɛn.tɹɪk,2.0
chop down,chop down,"tʃɑp.daʊn,2.0
bereaved,be-reaved,bɪ.ɹiːvd,2.0
bite on,bite on,baɪt.ɑn,2.0
brandy-ball,bran-dy--ball,bɹæn.dɪ.bɔɚl,3.0
Achilles tendon,A-chil-les ten-don,ə."kɪ.liːz.tɛn.dən,5.0
circular,cir-cu-lar,sɚ.kjʊ.ləR,3.0
clapper,clap-per,klæ.pəR,2.0
blind date,blind date,"blaɪnd.deɪt,2.0
blue-pencil,blue--pen-cil,"bluː.pɛn.səl,3.0
clammy,clam-my,klæ.mɪ,2.0
captiously,cap-tious-ly,kæp.ʃəs.lɪ,3.0
acerbity,a-cer-bi-ty,ə.sɚ.bə.tɪ,4.0
cambric,cam-bric,keɪm.bɹɪk,2.0
afore,a-fore,ə.fɔɚR,2.0
accusative,ac-cu-sa-tive,ə.kjuː.zə.tɪv,4.0
committee,com-mit-tee,kə.mɪ.tɪ,3.0
Border,Bor-der,bɔɚ.dəR,2.0
blower,blow-er,bloʊ.əR,2.0
churn out,churn out,"tʃɚn.aʊt,2.0
afflict,af-flict,ə.flɪkt,2.0
Chippendale,Chip-pen-dale,tʃɪ.pən.deɪl,3.0
ambuscade,am-bus-cade,"æm.bəs.keɪd,3.0
child's-play,child's--play,tʃaɪldz.pleɪ,2.0
anaemic,a-nae-mic,ə.niː.mɪk,3.0
chain saw,chain saw,tʃeɪn.sɔɚ,2.0
beeswax,bees-wax,biːz.wæks,2.0
canny,can-ny,kæ.nɪ,2.0
backband,back-band,bæk.bænd,2.0
cervix,cer-vix,sɚ.vɪks,2.0
back dive,back dive,"bæk.daɪv,2.0
affirmation,af-fir-ma-tion,"æ.fə.meɪ.ʃən,4.0
brickkiln,brick-kiln,bɹɪk.kɪln,2.0
buffet,buf-fet,bʊ.feɪ,2.0
bank on,bank on,bæŋk.ɑn,2.0
claustrophobia,claus-tro-pho-bi-a,"klɔɚs.tɹə.foʊ.bjə,4.0
bone-idle,bone--i-dle,"boʊn.aɪ.dəl,3.0
broad bean,broad bean,"bɹɔɚd.biːn,2.0
aphasia,a-pha-sia,ə.feɪ.zjə,3.0
alehouse,ale-house,eɪl.haʊs,2.0
baby-sitter,ba-by--sit-ter,beɪ.bɪ."sɪ.təR,4.0
aurora,au-ro-ra,ɔɚ.ɹɔɚ.ɹə,3.0
beggarliness,beg-gar-li-ness,bɛ.gə.lɪ.nɪs,4.0
bakelite,ba-ke-lite,beɪ.kə.laɪt,3.0
attar,at-tar,æ.təR,2.0
channel,chan-nel,tʃæ.nəl,2.0
camphor,cam-phor,kæm.fəR,2.0
adorn,a-dorn,ə.dɔɚn,2.0
cohort,co-hort,koʊ.hɔɚt,2.0
coconut,co-co-nut,koʊ.kə.nʌt,3.0
away,a-way,ə.weɪ,2.0
bollocks,bol-locks,bɑ.ləks,2.0
as from,as from,æz.fɹɑm,2.0
breach of confidence,breach of con-fi-dence,"bɹiːtʃ.ɑv.kɑn.fɪ.dəns,5.0
battiness,bat-ti-ness,bæ.tɪ.nɪs,3.0
bugger,bug-ger,bʌ.gəR,2.0
Christendom,Chris-ten-dom,kɹaɪst.dəm,2.0
blind spot,blind spot,blaɪnd.spɑt,2.0
bindweed,bind-weed,baɪnd.wiːd,2.0
bombast,bom-bast,bɑm.bæst,2.0
byway,by-way,baɪ.weɪ,2.0
accomplish,ac-com-plish,ə.kʌm.plɪʃ,3.0
byplay,by-play,baɪ.pleɪ,2.0
ascertain,as-cer-tain,"æ.sə.teɪn,3.0
carryings-on,car-ry-ings--on,"kæ.ɹɪ.ɪŋz.ɑn,4.0
amok,a-mok,ə.mɑk,2.0
bereavement,be-reave-ment,bɪ.ɹiːv.mənt,3.0
aweigh,a-weigh,ə.weɪ,2.0
befall,be-fall,bɪ.fɔɚl,2.0
airdrome,air-drome,ɛɚ.dɹoʊm,2.0
arrange for,ar-range for,ə.ɹeɪndʒ.fɔɚR,3.0
appreciative,ap-pre-cia-tive,ə.pɹiː.ʃjə.tɪv,4.0
combine,com-bine,kəm.baɪn,2.0
airbed,air-bed,ɛɚ.bɛd,2.0
advocate,ad-vo-cate,æd.və.kət,3.0
bamboo curtain,bam-boo cur-tain,"bæm.buː.kɚ.tən,4.0
bride-to-be,bride--to--be,"bɹaɪd.tuː.biː,3.0
auricle,au-ri-cle,ɔɚ.ɹɪ.kəl,3.0
brainchild,brain-child,bɹeɪn.tʃaɪld,2.0
agape,a-gape,ə.geɪp,2.0
between,be-tween,bɪ.twiːn,2.0
approbation,ap-pro-ba-tion,"æ.pɹoʊ.beɪ.ʃən,4.0
call in,call in,"kɔɚl.ɪn,2.0
all right,all right,ɔɚl.ɹaɪt,2.0
acquiescent,ac-qui-es-cent,"æ.kwɪ.ɛ.sənt,4.0
aggress,ag-gress,ə.gɹɛs,2.0
caucus,cau-cus,kɔɚ.kəs,2.0
basin,ba-sin,beɪ.sən,2.0
assault,as-sault,ə.sɔɚlt,2.0
backroom boy,back-room boy,bæk.ɹʊm.bɔɪ,3.0
catchword,catch-word,kætʃ.wɚd,2.0
commingle,com-min-gle,kɑ.mɪŋ.gəl,3.0
brick over,brick o-ver,"bɹɪk.oʊ.vəR,3.0
busman,bus-man,bʌs.mən,2.0
batter,bat-ter,bæ.təR,2.0
audio,au-di-o,ɔɚ.dɪ.oʊ,3.0
bugaboo,bug-a-boo,bʌ.gə.buː,3.0
back of beyond,back of be-yond,"bæk.ɑv.bɪ.jɑnd,4.0
chaise longue,chaise longue,"ʃeɪz.lɑŋ,2.0
become,be-come,bɪ.kʌm,2.0
amalgamate,a-mal-ga-mate,ə.mæl.gə.meɪt,4.0
begrimed,be-grimed,bɪ.gɹaɪmd,2.0
aback,a-back,ə.bæk,2.0
batten down,bat-ten down,"bæ.tən.daʊn,3.0
amass,a-mass,ə.mæs,2.0
belly-flop,bel-ly--flop,bɛ.lɪ.flɑp,3.0
acquittal,ac-quit-tal,ə.kwɪ.təl,3.0
blue cheese,blue cheese,"bluː.tʃiːz,2.0
adieu,a-dieu,ə.djuː,2.0
Chipper,Chip-per,tʃɪ.pəR,2.0
anguish,an-guish,æŋ.gwɪʃ,2.0
apple pie,ap-ple pie,"æ.pəl.paɪ,3.0
Christmas cracker,Christ-mas crack-er,"kɹɪs.məs.kɹæ.kəR,4.0
chestnut,chest-nut,tʃɛs.nʌt,2.0
bullfrog,bull-frog,bʊl.fɹɑg,2.0
anthropoid,an-thro-poid,æn.θɹoʊ.pɔɪd,3.0
bluntness,blunt-ness,blʌnt.nɪs,2.0
ad-lib,ad--lib,"æd.lɪb,2.0
cogwheel,cog-wheel,kɑg.wiːl,2.0
carry on,car-ry on,"kæ.ɹɪ.ɑn,3.0
bookshop,book-shop,bʊk.ʃɑp,2.0
approach,ap-proach,ə.pɹoʊtʃ,2.0
bus stop,bus stop,bʌs.stɑp,2.0
burnish,bur-nish,bɚ.nɪʃ,2.0
andante,an-dan-te,æn.dæn.tɪ,3.0
anyhow,an-y-how,ɛ.nɪ.haʊ,3.0
censoriousness,cen-so-ri-ous-ness,sɛn.sɔɚ.ɹɪɚs.nɪs,4.0
a posteriori,a pos-te-ri-o-ri,"eɪ.pɑ.stɛ.ɹɪ.ɔɚ.ɹaɪ,6.0
backchat,back-chat,bæk.tʃæt,2.0
bifurcate,bi-fur-cate,baɪ.fə.keɪt,3.0
chef-d'oeuvre,chef--d'oeu-vre,"ʃeɪ.dɚ.vɹə,3.0
burn off,burn off,"bɚn.ɑf,2.0
beloved,be-lov-ed,bɪ.lʌvd,2.0
chutney,chut-ney,tʃʌt.nɪ,2.0
bay-wreath,bay--wreath,beɪ.ɹiːθ,2.0
accede,ac-cede,æk.siːd,2.0
Boston,Bos-ton,bɑ.stən,2.0
betake,be-take,bɪ.teɪk,2.0
communicably,com-mu-ni-ca-bly,kə.mjuː.nɪ.kə.blɪ,5.0
across from,a-cross from,ə.kɹɑs.fɹɑm,3.0
assessor,as-ses-sor,ə.sɛ.səR,3.0
briskly,brisk-ly,bɹɪsk.lɪ,2.0
boy scout,boy scout,"bɔɪ.skaʊt,2.0
bullion,bul-lion,bʊ.ljən,2.0
Black Country,Black Coun-try,blæk."kʌn.tɹɪ,3.0
arachnid,a-rach-nid,ə.ɹæk.nɪd,3.0
clean out,clean out,"kliːn.aʊt,2.0
agin,a-gin,ə.gɪn,2.0
burn out,burn out,"bɚn.aʊt,2.0
bed-roll,bed--roll,bɛd.ɹoʊl,2.0
apprehension,ap-pre-hen-sion,"æ.pɹɪ.hɛn.ʃən,4.0
accentuate,ac-cen-tu-ate,æk.sɛn.tjʊ.eɪt,4.0
bobtailed,bob-tailed,bɑb.teɪld,2.0
ambition,am-bi-tion,æm.bɪ.ʃən,3.0
attitude,at-ti-tude,æ.tɪ.tjuːd,3.0
aggregate,ag-gre-gate,æ.gɹɪ.gət,3.0
bloodhound,blood-hound,blʌd.haʊnd,2.0
circumlocution,cir-cum-lo-cu-tion,"sɚ.kəm.lə.kjuː.ʃən,5.0
clamber,clam-ber,klæm.bəR,2.0
collect,col-lect,kə.lɛkt,2.0
billboard,bill-board,bɪl.bɔɚd,2.0
buttoned-up,but-toned--up,"bʌ.tənd.ʌp,3.0
blowy,blow-y,bloʊ.ɪ,2.0
chop suey,chop su-ey,"tʃɑp.suː.ɪ,3.0
acclamation,ac-cla-ma-tion,"æ.klə.meɪ.ʃən,4.0
battledress,bat-tle-dress,bæ.təl.dɹɛs,3.0
cliquishness,cli-quish-ness,kliː.kɪʃ.nɪs,3.0
bally,bal-ly,bæ.lɪ,2.0
Anglophobe,An-glo-phobe,æŋ.gloʊ.foʊb,3.0
carefree,care-free,kɛɚ.fɹiː,2.0
betwixt,be-twixt,bɪ.twɪkst,2.0
beaver away,bea-ver a-way,"biː.və.ɹə.weɪ,4.0
behead,be-head,bɪ.hɛd,2.0
come out for,come out for,"kʌm.aʊt.fɔɚR,3.0
acre,a-cre,eɪ.kəR,2.0
bismuth,bis-muth,bɪz.məθ,2.0
classify,clas-si-fy,klæ.sɪ.faɪ,3.0
commonwealth,com-mon-wealth,kɑ.mən.wɛlθ,3.0
bunk-up,bunk--up,bʌŋk.ʌp,2.0
acne,ac-ne,æk.nɪ,2.0
campanologist,cam-pa-nol-o-gist,"kæm.pə.nɑ.lə.dʒɪst,5.0
career,ca-reer,kə.ɹɪɚR,2.0
audio frequency,au-di-o fre-quen-cy,ɔɚ.dɪ.oʊ."fɹiː.kwən.sɪ,6.0
coca,co-ca,koʊ.kə,2.0
cinnamon,cin-na-mon,sɪ.nə.mən,3.0
buzz off,buzz off,"bʌz.ɑf,2.0
bias,bi-as,baɪ.əs,2.0
absolve,ab-solve,əb.zɑlv,2.0
arrange,ar-range,ə.ɹeɪndʒ,2.0
amazon,am-a-zon,æ.mə.zən,3.0
ambrosia,am-bro-sia,æm.bɹoʊ.zjə,3.0
cancer,can-cer,kæn.səR,2.0
chevron,chev-ron,ʃɛ.vɹən,2.0
assault and battery,as-sault and bat-ter-y,ə."sɔɚlt.ænd.bæ.tə.ɹɪ,6.0
airframe,air-frame,ɛɚ.fɹeɪm,2.0
brasserie,bras-se-rie,bɹæ.sə.ɹɪ,3.0
baseboard,base-board,beɪs.bɔɚd,2.0
attorn,at-torn,ə.tɚn,2.0
altar,al-tar,ɔɚl.təR,2.0
arrowroot,ar-row-root,æ.ɹə.ɹuːt,3.0
cider,ci-der,saɪ.dəR,2.0
alike,a-like,ə.laɪk,2.0
cesspit,cess-pit,sɛs.pɪt,2.0
cloud-capped,cloud--capped,klaʊd.kæpt,2.0
black sheep,black sheep,"blæk.ʃiːp,2.0
bunk off,bunk off,"bʌŋk.ɑf,2.0
borrow,bor-row,bɑ.ɹoʊ,2.0
Bushman,Bush-man,bʊʃ.mən,2.0
cloggy,clog-gy,klɑ.gɪ,2.0
cobble,cob-ble,kɑ.bəl,2.0
centrifuge,cen-tri-fuge,sɛn.tɹɪ.fjuːdʒ,3.0
blossom,blos-som,blɑ.səm,2.0
chorus-girl,cho-rus--girl,kɔɚ.ɹəs.gɚl,3.0
chicly,chic-ly,tʃɪ.klɪ,2.0
awestruck,awe-struck,ɔɚ.stɹʌk,2.0
backhand,back-hand,bæk.hænd,2.0
allay,al-lay,ə.leɪ,2.0
closeout,close-out,kloʊz.aʊt,2.0
clock out,clock out,"klɑk.aʊt,2.0
calcination,cal-ci-na-tion,"kæl.sɪ.neɪ.ʃən,4.0
certified,cer-ti-fied,sɚ.tɪ.faɪd,3.0
begone,be-gone,bɪ.gɑn,2.0
accolade,ac-co-lade,æ.koʊ.leɪd,3.0
bulbul,bul-bul,bʊl.bʊl,2.0
clumsy,clum-sy,klʌm.zɪ,2.0
bed out,bed out,"bɛd.aʊt,2.0
alternative,al-ter-na-tive,ɔɚl.tɚ.nə.tɪv,4.0
amaze,a-maze,ə.meɪz,2.0
choiceness,choice-ness,tʃɔɪs.nɪs,2.0
attractive,at-trac-tive,ə.tɹæk.tɪv,3.0
centreboard,cen-tre-board,sɛn.tə.bɔɚd,3.0
babble,bab-ble,bæ.bəl,2.0
annunciation,an-nun-ci-a-tion,ə."nʌn.sɪ.eɪ.ʃən,5.0
Christian,Chris-tian,kɹɪs.tʃən,2.0
bicycle,bi-cy-cle,baɪ.sɪ.kəl,3.0
check out,check out,"tʃɛk.aʊt,2.0
bowing,bow-ing,boʊ.ɪŋ,2.0
cliquey,cli-quey,kliː.kɪ,2.0
calculation,cal-cu-la-tion,"kæl.kjʊ.leɪ.ʃən,4.0
alternator,al-ter-na-tor,ɔɚl.tə.neɪ.təR,4.0
agave,a-ga-ve,ə.geɪ.vɪ,3.0
Canuck,Ca-nuck,kə.nʌk,2.0
ad infinitum,ad in-fi-ni-tum,"æd.ɪn.fɪ.naɪ.təm,5.0
bicycle,bi-cy-cle,baɪ.sɪ.kəl,3.0
Big Dipper,Big Dip-per,"bɪg.dɪ.pəR,3.0
chesterfield,ches-ter-field,tʃɛ.stə.fiːld,3.0
bend to,bend to,bɛnd.tuː,2.0
arrogant,ar-ro-gant,æ.ɹə.gənt,3.0
boat-hook,boat--hook,boʊt.hʊk,2.0
alchemy,al-che-my,æl.kə.mɪ,3.0
Anglican,An-gli-can,æŋ.glɪ.kən,3.0
battleground,bat-tle-ground,bæ.təl.gɹaʊnd,3.0
altitude,al-ti-tude,æl.tɪ.tjuːd,3.0
alloy,al-loy,ə.lɔɪ,2.0
coffee shop,cof-fee shop,kɑ.fɪ.ʃɑp,3.0
business,busi-ness,bɪz.nɪs,2.0
addle,ad-dle,æ.dəl,2.0
coalesce,co-a-lesce,"koʊ.ə.lɛs,3.0
chase about,chase a-bout,"tʃeɪs.ə.baʊt,3.0
brashly,brash-ly,bɹæʃ.lɪ,2.0
affectedness,af-fect-ed-ness,ə.fɛk.tɪd.nɪs,4.0
allegro,al-le-gro,ə.leɪ.gɹoʊ,3.0
blunderbuss,blun-der-buss,blʌn.də.bʌs,3.0
clerestory,clere-sto-ry,klɪɚ."stɔɚ.ɹɪ,3.0
backstroke,back-stroke,bæk.stɹoʊk,2.0
beauty queen,beau-ty queen,bjuː.tɪ.kwiːn,3.0
bankruptcy,bank-rupt-cy,bæŋ.kɹəpt.sɪ,3.0
blimey,bli-mey,blaɪ.mɪ,2.0
comment,com-ment,kɑ.mɛnt,2.0
catch up,catch up,"kætʃ.ʌp,2.0
backward,back-ward,bæk.wəd,2.0
angrily,an-gri-ly,æn.gɹə.lɪ,3.0
Chianti,Chi-an-ti,kɪ.æn.tɪ,3.0
candied,can-died,kæn.dɪd,2.0
chair-lift,chair--lift,tʃɛɚ.lɪft,2.0
adjuration,ad-ju-ra-tion,"æ.dʒʊɚ.ɹeɪ.ʃən,4.0
bikini,bi-ki-ni,bɪ.kiː.nɪ,3.0
boycott,boy-cott,bɔɪ.kɑt,2.0
cheesecake,cheese-cake,tʃiːz.keɪk,2.0
blueberry,blue-ber-ry,bluː.bə.ɹɪ,3.0
baton,ba-ton,bæ.tən,2.0
bolthole,bolt-hole,boʊlt.hoʊl,2.0
clearly,clear-ly,klɪɚ.lɪ,2.0
beef tea,beef tea,"biːf.tiː,2.0
airlock,air-lock,ɛɚ.lɑk,2.0
blizzard,bliz-zard,blɪ.zəd,2.0
algorithmic,al-go-rith-mic,"æl.gə.ɹɪð.mɪk,4.0
captor,cap-tor,kæp.təR,2.0
apprehensively,ap-pre-hen-sive-ly,"æ.pɹɪ.hɛn.sɪv.lɪ,5.0
commentate,com-men-tate,kɑ.mən.teɪt,3.0
boyishness,boy-ish-ness,bɔɪ.ɪʃ.nɪs,3.0
centre forward,cen-tre for-ward,"sɛn.tə.fɔɚ.wəd,4.0
barebacked,bare-backed,bɛɚ.bækt,2.0
assiduity,as-si-du-i-ty,"æ.sɪ.djuː.ə.tɪ,5.0
buckle,buck-le,bʌ.kəl,2.0
blissful,bliss-ful,blɪs.fʊl,2.0
chophouse,chop-house,tʃɑp.haʊs,2.0
bumptiousness,bump-tious-ness,bʌmp.ʃəs.nɪs,3.0
appropriateness,ap-pro-pri-ate-ness,ə.pɹoʊ.pɹɪɚt.nɪs,4.0
cabal,ca-bal,kə.bæl,2.0
clock off,clock off,"klɑk.ɑf,2.0
allow of,al-low of,ə.laʊ.ɑv,3.0
block letters,block let-ters,"blɑk.lɛ.təz,3.0
brocade,bro-cade,bɹoʊ.keɪd,2.0
chipmunk,chip-munk,tʃɪp.mʌŋk,2.0
canter,can-ter,kæn.təR,2.0
bear away,bear a-way,"bɛɚ.ɹə.weɪ,3.0
border upon,bor-der up-on,bɔɚ.də.ɹə."pɑn,4.0
candlepower,can-dle-pow-er,kæn.dəl."paʊ.əR,4.0
camp-stool,camp--stool,kæmp.stuːl,2.0
come on,come on,"kʌm.ɑn,2.0
anna,an-na,æ.nə,2.0
attorney,at-tor-ney,ə.tɚ.nɪ,3.0
afield,a-field,ə.fiːld,2.0
boss-eyed,boss--eyed,bɑs.aɪd,2.0
caboose,ca-boose,kə.buːs,2.0
classically,clas-si-cal-ly,klæ.sɪ.kə.lɪ,4.0
blind drunk,blind drunk,"blaɪnd.dɹʌŋk,2.0
betrothed,be-trothed,bɪ.tɹoʊðd,2.0
certified mail,cer-ti-fied mail,"sɚ.tɪ.faɪd.meɪl,4.0
ambitiousness,am-bi-tious-ness,æm.bɪ.ʃəs.nɪs,4.0
allegory,al-le-go-ry,æ.lɪ.gə.ɹɪ,4.0
aboveboard,a-bove-board,ə."bʌv.bɔɚd,3.0
cold-shoulder,cold--shoul-der,"koʊld.ʃoʊl.dəR,3.0
baron,bar-on,bæ.ɹən,2.0
attach to,at-tach to,ə.tætʃ.tuː,3.0
beggar,beg-gar,bɛ.gəR,2.0
amplitude,am-pli-tude,æm.plɪ.tjuːd,3.0
bear down,bear down,"bɛɚ.daʊn,2.0
benignity,be-nig-ni-ty,bɪ.nɪg.nə.tɪ,4.0
call-in,call--in,kɔɚl.ɪn,2.0
Chippendale,Chip-pen-dale,tʃɪ.pən.deɪl,3.0
combustion,com-bus-tion,kəm.bʌs.tʃən,3.0
aitch-bone,aitch--bone,eɪtʃ.boʊn,2.0
buckwheat,buck-wheat,bʌk.wiːt,2.0
bedsit,bed-sit,bɛd.sɪt,2.0
amble,am-ble,æm.bəl,2.0
annular,an-nu-lar,æ.njʊ.ləR,3.0
antenna,an-ten-na,æn.tɛ.nə,3.0
bless with,bless with,blɛs.wɪð,2.0
coffee table,cof-fee ta-ble,kɑ.fɪ."teɪ.bəl,4.0
beat out,beat out,"biːt.aʊt,2.0
bugler,bu-gler,bjuː.gləR,2.0
backbench,back-bench,bæk.bɛntʃ,2.0
Bengalese,Ben-ga-lese,bɛŋ.gə.liːz,3.0
coeternally,co-e-ter-nal-ly,"koʊ.ɪ.tɚ.nəl.ɪ,5.0
cable-railway,ca-ble--rail-way,keɪ.bəl."ɹeɪl.weɪ,4.0
alight,a-light,ə.laɪt,2.0
bespattered,be-spat-tered,bɪ.spæ.təd,3.0
antimony,an-ti-mo-ny,æn.tɪ.mə.nɪ,4.0
annually,an-nu-al-ly,æ.njʊɚ.lɪ,3.0
borax,bo-rax,bɔɚ.ɹæks,2.0
athlete's foot,ath-lete's foot,"æθ.liːts.fʊt,3.0
buckler,buck-ler,bʌ.kləR,2.0
acuteness,a-cute-ness,ə.kjuːt.nɪs,3.0
apr`es-ski,a-pres--ski,"æ.pɹeɪ.skiː,3.0
all-mains,all--mains,"ɔɚl.meɪnz,2.0
bum around,bum a-round,"bʌm.ə.ɹaʊnd,3.0
bluebird,blue-bird,bluː.bɚd,2.0
arrest,ar-rest,ə.ɹɛst,2.0
abeyant,a-bey-ant,ə.beɪ.ənt,3.0
close-fitting,close--fit-ting,"kloʊs.fɪ.tɪŋ,3.0
bedecked,be-decked,bɪ.dɛkt,2.0
bumblebee,bum-ble-bee,bʌm.bəl.biː,3.0
clear off,clear off,"klɪɚ.ɹɑf,2.0
come back,come back,"kʌm.bæk,2.0
Burundi,Bu-run-di,bʊ.ɹʊn.dɪ,3.0
abridge,a-bridge,ə.bɹɪdʒ,2.0
abbey,ab-bey,æ.bɪ,2.0
barrister,bar-ris-ter,bæ.ɹɪs.təR,3.0
bluffly,bluff-ly,blʌf.lɪ,2.0
biceps,bi-ceps,baɪ.sɛps,2.0
adroitly,a-droit-ly,ə.dɹɔɪt.lɪ,3.0
Andorran,An-dor-ran,æn.dɔɚ.ɹən,3.0
blazonry,bla-zon-ry,bleɪ.zən.ɹɪ,3.0
acclimation,ac-cli-ma-tion,"æk.laɪ.meɪ.ʃən,4.0
adduce,ad-duce,ə.djuːs,2.0
